1,molecule,Formaldehyde,"4.0E-7, 4.0E-7","6( 5, 1)- 6( 5, 2)",-19.9242,,line_bottom,line_bottom2,CDMS
389,CH3OH vt = 0-2,Methanol,"4.320772, 4.320772",9( 1) - - 9( 1) + vt=1,-9.3211,,429.32281,429.53018,JPL
390,NH3 v=0,Ammonia,"4.338897299999999, 4.3388973",18( 7)0a-18( 7)0s,-11.8693,,4530.48914,4530.69737,JPL
391,CH3OH vt = 0-2,Methanol,"4.390517, 4.390517",37( 2) -37( 1) E1 vt=0,-10.5748,,1647.99152,1648.20223,JPL
392,NH3 v=0,Ammonia,"4.4024868, 4.4024868",17( 5)0a-17( 5)0s,-11.5739,,4153.31522,4153.5265,JPL
393,NH3 v=0,Ammonia,"4.4078175, 4.4078175",30(22)0a-30(22)0s,-19.5914,,10392.01396,10392.2255,JPL
394,NH3 v=0,Ammonia,"4.409894100000001, 4.4098941",16( 1)0a-16( 1)0s,-12.4331,,3802.86095,3803.07259,JPL
395,NH3 v=0,Ammonia,"4.4143169, 4.4143169",22(13)0a-22(13)0s,-13.8252,,6189.1569,6189.36875,JPL
396,CH3OH vt = 0-2,Methanol,"4.432605, 4.432605",34( 4) + -34( 4) - vt=0,-10.039,,1459.56175,1459.77448,JPL
397,NH3 v=0,Ammonia,"4.472769, 4.472769",29(21)0a-29(-21)0s,-18.4468,,9795.60061,9795.81527,JPL
398,NH3 v=0,Ammonia,"4.5238615, 4.5238615",19( 9)0a-19(-9)0s,-11.8708,,4895.94113,4896.15824,JPL
399,NH3 v=0,Ammonia,"4.526805500000001, 4.5268055",16( 2)0a-16( 2)0s,-11.7874,,3788.39442,3788.61167,JPL
400,NH3 v=0,Ammonia,"4.5816954999999995, 4.5816955",28(20)0a-28(20)0s,-17.9172,,9214.54698,9214.76687,JPL
401,CH3OH vt = 0-2,Methanol,"4.620182, 4.620182",18( 1) -17(-3) E2 vt=0,-11.5181,,417.69612,417.91786,JPL
402,NH3 v=0,Ammonia,"4.6831668, 4.6831668",21(12)0a-21(-12)0s,-12.8245,,5711.17939,5711.40415,JPL
403,H2CO,Formaldehyde,"4.6880185, 4.6880185","48( 7,41)-48( 7,42)",-12.5742,,4676.93809,4677.16308,CDMS
404,CH3OH vt = 0-2,Methanol,"4.701768, 4.701768",25(11) -24(14) E1 vt=2 - vt=1,-15.3742,,2048.48285,2048.7085,JPL
405,NH3 v=0,Ammonia,"4.710391899999999, 4.7103919",27(19)0a-27(19)0s,-17.1049,,8649.0345,8649.26056,JPL
406,CH3OH vt = 0-2,Methanol,"4.797547, 4.797547",28( 2) - -28( 2) + vt=1,-10.034,,1236.64612,1236.87637,JPL
407,H2CO,Formaldehyde,"4.829641400000001, 4.8296414","1( 1, 0)- 1( 1, 1), F= 1- 0",-6.8564,,15.16318,15.39497,CDMS
408,H2CO,Formaldehyde,"4.8296585, 4.8296585","1( 1, 0)- 1( 1, 1), F= 0- 1",-6.8564,,15.16318,15.39497,CDMS
409,H2CO,Formaldehyde,"4.8296596, 4.8296596","1( 1, 0)- 1( 1, 1), F= 2- 2",-6.2824,,15.16318,15.39497,CDMS
410,H2CO,Formaldehyde,"4.82966, 4.82966","1( 1, 0)- 1( 1, 1)",-5.9022,,15.16318,15.39497,CDMS
411,H2CO,Formaldehyde,"4.8296641000000005, 4.8296641","1( 1, 0)- 1( 1, 1), F= 2- 1",-6.7595,,15.16318,15.39497,CDMS
412,H2CO,Formaldehyde,"4.8296665, 4.8296665","1( 1, 0)- 1( 1, 1), F= 1- 2",-6.7595,,15.16318,15.39497,CDMS
413,H2CO,Formaldehyde,"4.829671, 4.829671","1( 1, 0)- 1( 1, 1), F= 1- 1",-6.9814,,15.16318,15.39497,CDMS
414,NH3 v=0,Ammonia,"4.8512476, 4.8512476",26(18)0a-26(-18)0s,-16.0122,,8099.23913,8099.47195,JPL
415,NH3 v=0,Ammonia,"4.8520582999999995, 4.8520583",17( 6)0a-17(-6)0s,-10.9535,,4100.30839,4100.54125,JPL
416,CH3OH vt = 0-2,Methanol,"4.912974, 4.912974",35( 2) -35( 1) E1 vt=0,-9.9038,,1479.85414,1480.08992,JPL
417,NH3 v=0,Ammonia,"4.9418176, 4.9418176",18( 8)0a-18( 8)0s,-11.5359,,4458.3687,4458.60587,JPL
418,H2CO,Formaldehyde,"4.9547108, 4.9547108","6( 2, 4)- 6( 2, 5)",-6.5949,,120.49011,120.7279,CDMS
419,CH3OH vt = 0-2,Methanol,"4.9552, 4.9552",25( 4) - -26( 1) - vt=0,-11.3505,,833.94485,834.18266,JPL
420,NH3 v=0,Ammonia,"4.986989800000001, 4.9869898",20(11)0a-20(11)0s,-12.4518,,5249.61881,5249.85815,JPL
421,NH3 v=0,Ammonia,"5.0041741, 5.0041741",25(17)0a-25(17)0s,-15.5433,,7565.32488,7565.56504,JPL
422,CH3OH vt = 0-2,Methanol,"5.0053019999999995, 5.005302",3( 1) - - 3( 1) + vt=0,-8.1238,,28.34806,28.58827,JPL
423,NH3 v=0,Ammonia,"5.0245829, 5.0245829",16( 4)0a-16( 4)0s,-11.0112,,3730.35047,3730.59161,JPL
424,CH3OH vt = 0-2,Methanol,"5.091373, 5.091373",7( 1) - - 7( 1) + vt=2,-9.4653,,747.40435,747.6487,JPL
425,H2CO,Formaldehyde,"5.136539, 5.136539","13( 3,10)-13( 3,11)",-6.4973,,424.3923,424.63881,CDMS
426,H2CO,Formaldehyde,"5.138492, 5.138492","21( 4,17)-21( 4,18)",-7.7598,,996.65937,996.90597,CDMS
427,NH3 v=0,Ammonia,"5.1721555, 5.1721555",24(16)0a-24(16)0s,-14.7959,,7047.44039,7047.68861,JPL
428,CH3OH vt = 0-2,Methanol,"5.277457, 5.277457",10( 1) - -10( 1) + vt=1,-9.2359,,452.44095,452.69422,JPL
429,CH3OH vt = 0-2,Methanol,"5.321312, 5.321312",24( 3) - -24( 3) + vt=0,-8.8687,,745.4764,745.73178,JPL
430,NH3 v=0,Ammonia,"5.3319382, 5.3319382",19(10)0a-19(10)0s,-11.8051,,4804.5645,4804.82039,JPL
431,CH3OH vt = 0-2,Methanol,"5.344271, 5.344271",15( 2) + -15( 2) - vt=0,-8.6157,,316.04856,316.30504,JPL
432,NH3 v=0,Ammonia,"5.3592676, 5.3592676",23(15)0a-23(-15)0s,-13.7705,,6545.7196,6545.9768,JPL
433,NH3 v=0,Ammonia,"5.3749776, 5.3749776",15( 1)0a-15( 1)0s,-11.5943,,3362.85902,3363.11698,JPL
434,NH3 v=0,Ammonia,"5.4225169, 5.4225169",17( 7)0a-17( 7)0s,-10.9333,,4037.35751,4037.61775,JPL
435,H2CO,Formaldehyde,"5.427157, 5.427157","39( 6,33)-39( 6,34)",-10.7508,,3148.05561,3148.31607,CDMS
436,NH3 v=0,Ammonia,"5.43324, 5.43324",16( 5)0a-16( 5)0s,-10.6865,,3686.6306,3686.89136,JPL
437,H2CO,Formaldehyde,"5.46122, 5.46122","31( 1,30)-30( 3,27)",-10.0878,,1753.36349,1753.62558,CDMS
438,CH3OH vt = 0-2,Methanol,"5.494243000000001, 5.494243",35( 4) + -35( 4) - vt=0,-9.9789,,1540.5601,1540.82378,JPL
439,CH3OH vt = 0-2,Methanol,"5.497932, 5.497932",29( 2) - -29( 2) + vt=1,-10.0172,,1303.487,1303.75086,JPL
440,NH3 v=0,Ammonia,"5.5171582, 5.5171582",15( 2)0a-15( 2)0s,-10.9486,,3348.22588,3348.49066,JPL
441,NH3 v=0,Ammonia,"5.5699362, 5.5699362",22(14)0a-22(14)0s,-13.3708,,6060.28366,6060.55097,JPL
442,CH3OH vt = 0-2,Methanol,"5.619234, 5.619234",30(10) -31(13) E1 vt=1 - vt=0,-11.4396,,1986.36545,1986.63513,JPL
443,CH3OH vt = 0-2,Methanol,"5.629206, 5.629206",37(-5) -38(-2) E2 vt=0,-13.2963,,1751.57855,1751.84871,JPL
444,HDO,Water,"5.70278, 5.70278","4( 3, 1)- 4( 3, 2)",-6.2063,,425.13772,425.41141,JPL
445,H2CO,Formaldehyde,"5.718241, 5.718241","30( 5,25)-30( 5,26)",-8.4915,,1920.38021,1920.65464,CDMS
446,NH3 v=0,Ammonia,"5.725090000000001, 5.72509",18( 9)0a-18(-9)0s,-10.8859,,4376.10006,4376.37481,JPL
447,NH3 v=0,Ammonia,"5.808781, 5.808781",21(13)0a-21(13)0s,-12.6944,,5591.24292,5591.52169,JPL
448,CH3OH vt = 0-2,Methanol,"5.91351, 5.91351",20(16) -21(17) E1 vt=2,-9.7433,,2496.19888,2496.48268,JPL
449,CH3OH vt = 0-2,Methanol,"5.972669, 5.972669",15(12) + -16( 9) - vt=0 - vt=1,-13.2488,,998.45078,998.73742,JPL
450,NH3 v=0,Ammonia,"5.97393, 5.97393",16( 6)0a-16(-6)0s,-10.0677,,3632.97446,3633.26116,JPL
451,CH3OH vt = 0-2,Methanol,"5.982545, 5.982545",38( 2) -38( 1) E1 vt=0,-10.1465,,1735.39528,1735.68239,JPL
452,NH3 v=0,Ammonia,"6.080706600000001, 6.0807066",20(12)0a-20(-12)0s,-11.742,,5138.69895,5138.99078,JPL
453,CH3OH vt = 0-2,Methanol,"6.107493000000001, 6.107493",35( 4) + -36( 1) + vt=0,-11.1369,,1540.53708,1540.8302,JPL
454,NH3 v=0,Ammonia,"6.12337, 6.12337",15( 4)0a-15( 4)0s,-10.1718,,3289.50988,3289.80375,JPL
455,H2CO,Formaldehyde,"6.1593907, 6.1593907","49( 7,42)-49( 7,43)",-12.5957,,4847.7172,4848.0128,CDMS
456,HDO,Water,"6.1729648, 6.1729648","16( 7, 9)-16( 7,10)",-11.2843,,4081.27823,4081.57448,JPL
457,NH3 v=0,Ammonia,"6.1746901, 6.1746901",17( 8)0a-17( 8)0s,-10.5994,,3964.30317,3964.59951,JPL
458,CH3OH vt = 0-2,Methanol,"6.181128, 6.181128",17(-2) -18(-3) E2 vt=1,-7.5374,,718.19303,718.48968,JPL
459,CH3OH vt = 0-2,Methanol,"6.27083, 6.27083",30( 2) - -30( 2) + vt=1,-10.0074,,1372.60976,1372.91071,JPL
460,CH3OH vt = 0-2,Methanol,"6.328305, 6.328305",11( 1) - -11( 1) + vt=1,-9.1672,,477.86831,478.17202,JPL
461,CH3OH vt = 0-2,Methanol,"6.335727, 6.335727",37(15) + -36(14) - vt=1 - vt=2,-10.8022,,3143.46349,3143.76756,JPL
462,NH3 v=0,Ammonia,"6.391084, 6.391084",19(11)0a-19(11)0s,-11.4177,,4702.74572,4703.05244,JPL
463,CH3OH vt = 0-2,Methanol,"6.429225000000001, 6.429225",19( 4) + -18( 3) + vt=2,-8.5738,,1053.29664,1053.60519,JPL
464,CH3OH vt = 0-2,Methanol,"6.429628, 6.429628",19( 4) - -18( 3) - vt=2,-8.5737,,1053.29664,1053.60521,JPL
465,NH3 v=0,Ammonia,"6.43864, 6.43864",13( 3)0a-13(-3)0s,-8.9016,,2520.20488,2520.51388,JPL
466,NH3 v=0,Ammonia,"6.4666869, 6.4666869",30(23)0a-30(23)0s,-18.9179,,10180.60762,10180.91797,JPL
467,NH3 v=0,Ammonia,"6.4692718, 6.4692718",14( 1)0a-14( 1)0s,-10.8031,,2948.48617,2948.79664,JPL
468,NH3 v=0,Ammonia,"6.4835516, 6.4835516",29(22)0a-29(22)0s,-18.0936,,9593.07867,9593.38983,JPL
469,NH3 v=0,Ammonia,"6.529266300000001, 6.5292663",31(24)0a-31(-24)0s,-19.4523,,10783.35832,10783.67167,JPL
470,NH3 v=0,Ammonia,"6.5332302, 6.5332302",28(21)0a-28(-21)0s,-16.9855,,9020.91692,9021.23046,JPL
471,CH3OH vt = 0-2,Methanol,"6.543733, 6.543733",8( 1) - - 8( 1) + vt=2,-9.3227,,765.86519,766.17924,JPL
472,NH3 v=0,Ammonia,"6.5979742, 6.5979742",27(20)0a-27(20)0s,-16.4993,,8464.29617,8464.61282,JPL
473,NH3 v=0,Ammonia,"6.62115, 6.62115",15( 5)0a-15( 5)0s,-9.8468,,3245.27968,3245.59745,JPL
474,NH3 v=0,Ammonia,"6.64023, 6.64023",14( 2)0a-14( 2)0s,-10.1573,,2933.69203,2934.01071,JPL
475,CH3OH vt = 0-2,Methanol,"6.668564000000001, 6.668564",5( 1) + - 6( 0) + vt=0,-6.8702,,48.73973,49.05977,JPL
476,NH3 v=0,Ammonia,"6.6737607, 6.6737607",26(19)0a-26(19)0s,-15.7332,,7923.3967,7923.71699,JPL
477,CH3OH vt = 0-2,Methanol,"6.674445, 6.674445",22(-6) -21(-8) E2 vt=2,-14.4984,,1451.82836,1452.14868,JPL
478,NH3 v=0,Ammonia,"6.69045, 6.69045",16( 7)0a-16( 7)0s,-10.045,,3569.2455,3569.56659,JPL
479,CH3OH vt = 0-2,Methanol,"6.745123, 6.745123",25( 3) - -25( 3) + vt=0,-8.756,,803.37245,803.69616,JPL
480,NH3 v=0,Ammonia,"6.745958400000001, 6.7459584",18(10)0a-18(10)0s,-10.8195,,4283.47127,4283.79502,JPL
481,CH3OH vt = 0-2,Methanol,"6.758772, 6.758772",36( 4) + -36( 4) - vt=0,-9.9285,,1623.86049,1624.18486,JPL
482,NH3 v=0,Ammonia,"6.7623699, 6.7623699",25(18)0a-25(-18)0s,-14.6878,,7398.39275,7398.7173,JPL
483,CH3OH vt = 0-2,Methanol,"6.785303, 6.785303",28( 5) + -28( 9) + vt=1 - vt=0,-10.2957,,1358.31991,1358.64555,JPL
484,CH3OH vt = 0-2,Methanol,"6.785405, 6.785405",28( 5) - -28( 9) - vt=1 - vt=0,-10.2957,,1358.31991,1358.64556,JPL
485,CH3OH vt = 0-2,Methanol,"6.817135, 6.817135",22(14) + -21(12) - vt=1 - vt=2,-13.3519,,1891.8254,1892.15257,JPL
486,CH3OH vt = 0-2,Methanol,"6.853682, 6.853682",16( 2) + -16( 2) - vt=0,-8.493,,353.11987,353.44879,JPL
487,NH3 v=0,Ammonia,"6.8676077, 6.8676077",24(17)0a-24(17)0s,-14.2667,,6889.44575,6889.77534,JPL
488,CH3OH vt = 0-2,Methanol,"6.922536, 6.922536",34( 2) -34( 1) E1 vt=0,-9.1481,,1399.13778,1399.47001,JPL
489,CH3OH vt = 0-2,Methanol,"6.955748, 6.955748",24(a3) -23(a4) E1 vt=1,-9.1903,,1886.68756,1887.02138,JPL
490,NH3 v=0,Ammonia,"6.9937199, 6.9937199",23(16)0a-23(16)0s,-13.5674,,6396.70201,6397.03766,JPL
491,CH3OH vt = 0-2,Methanol,"7.120727, 7.120727",31( 2) - -31( 2) + vt=1,-10.0043,,1444.01297,1444.35471,JPL
492,NH3 v=0,Ammonia,"7.1448883, 7.1448883",22(15)0a-22(-15)0s,-12.5902,,5920.29319,5920.63609,JPL
493,NH3 v=0,Ammonia,"7.1523, 7.1523",17( 9)0a-17(-9)0s,-9.9487,,3880.95703,3881.30028,JPL
494,H2CO,Formaldehyde,"7.248848, 7.248848","40( 6,34)-40( 6,35)",-10.7153,,3287.86249,3288.21038,CDMS
495,CH3OH vt = 0-2,Methanol,"7.283364, 7.283364",11(-3) -10(-4) E2 vt=0,-7.3624,,215.54481,215.89435,JPL
496,NH3 v=0,Ammonia,"7.2858642, 7.2858642",15( 6)0a-15(-6)0s,-9.2268,,3190.99264,3191.3423,JPL
497,CH3OH vt = 0-2,Methanol,"7.293858, 7.293858",10(-7) - 9(-5) E2 vt=1,-12.4405,,650.31192,650.66197,JPL
498,CH3OH vt = 0-2,Methanol,"7.32133, 7.32133",39(11) + -40(10) + vt=0,-9.8101,,2400.62292,2400.97428,JPL
499,CH3OH vt = 0-2,Methanol,"7.32139, 7.32139",39(11) - -40(10) - vt=0,-9.8101,,2400.62292,2400.97429,JPL
500,NH3 v=0,Ammonia,"7.3252079, 7.3252079",21(14)0a-21(14)0s,-12.2388,,5460.33828,5460.68983,JPL
