Number,Species,Chemical Name,TMZ,Resolved QNs,CDMS/JPL Intensity,Lovas/AST Intensity,EL(K),EU(K),Linelist,
124,H2CO,Formaldehyde,"5.482009999999999E-5, 5.482E-5","6( 3, 3)- 6( 3, 4), F= 5- 6",-11.8671,,179.40294,179.40557,CDMS
125,H2CO,Formaldehyde,"5.482650000000001E-5, 5.483E-5","6( 3, 3)- 6( 3, 4), F= 6- 7",-11.8662,,179.40294,179.40557,CDMS
126,H2CO,Formaldehyde,"6.344619999999999E-5, 6.345E-5","12( 4, 8)-12( 4, 9)",-10.5559,,461.00364,461.00668,CDMS
127,H2CO,Formaldehyde,"6.466970000000001E-5, 6.467E-5","35( 7,28)-35( 7,29)",-13.3835,,2773.22645,2773.22955,CDMS
128,H2CO,Formaldehyde,"6.53011E-5, 6.53E-5","19( 5,14)-19( 5,15)",-10.7745,,958.07159,958.07472,CDMS
129,H2CO,Formaldehyde,"6.71383E-5, 6.714E-5","53( 9,44)-53( 9,45)",-17.8779,,5923.56539,5923.56861,CDMS
130,H2CO,Formaldehyde,"7.061709999999998E-5, 7.062E-5","44( 8,36)-44( 8,37)",-15.8339,,4199.15755,4199.16094,CDMS
131,H2CO,Formaldehyde,"7.11392E-5, 7.114E-5","2( 2, 0)- 2( 2, 1)",-9.7574,,57.60858,57.612,CDMS
132,H2CO,Formaldehyde,"7.37304E-5, 7.373E-5","27( 6,21)-27( 6,22)",-12.2763,,1743.26232,1743.26586,CDMS
133,HDO,Water,"7.937579999999999E-5, 7.938E-5","9( 6, 3)- 9( 6, 4)",-11.6221,,1790.4571,1790.46091,JPL
134,H2CO,Formaldehyde,"9.3023E-5, 9.302E-5","54( 9,45)-54( 9,46)",-17.8748,,6110.7689,6110.77336,CDMS
135,H2CO,Formaldehyde,"9.526929999999998E-5, 9.527E-5","36( 7,29)-36( 7,30)",-13.2417,,2898.7829,2898.78747,CDMS
136,H2CO,Formaldehyde,"1.003024E-4, 1.003E-4","45( 8,37)-45( 8,38)",-15.7664,,4355.69889,4355.70371,CDMS
137,HDO,Water,"1.031505E-4, 1.0315E-4","12( 7, 5)-12( 7, 6)",-12.837,,2794.62583,2794.63078,JPL
138,H2CO,Formaldehyde,"1.084834E-4, 1.0848E-4","20( 5,15)-20( 5,16)",-10.4572,,1028.01301,1028.01822,CDMS
139,H2CO,Formaldehyde,"1.1338979999999998E-4, 1.1339E-4","28( 6,22)-28( 6,23)",-12.0603,,1841.08636,1841.0918,CDMS
140,H2CO,Formaldehyde,"1.196146E-4, 1.1961E-4","13( 4, 9)-13( 4,10)",-10.1049,,506.48052,506.48626,CDMS
141,H2CO,Formaldehyde,"1.2802729999999998E-4, 1.2803E-4","55( 9,46)-55( 9,47)",-17.8824,,6301.39884,6301.40499,CDMS
142,H2CO,Formaldehyde,"1.3692539999999998E-4, 1.3693E-4","7( 3, 4)- 7( 3, 5)",-9.0645,,203.88632,203.8929,CDMS
143,H2CO,Formaldehyde,"1.387619E-4, 1.3876E-4","37( 7,30)-37( 7,31)",-13.1146,,3027.82189,3027.82855,CDMS
144,H2CO,Formaldehyde,"1.412691E-4, 1.4127E-4","46( 8,38)-46( 8,39)",-15.711,,4515.69917,4515.70595,CDMS
145,H2CO,Formaldehyde,"1.716289E-4, 1.7163E-4","29( 6,23)-29( 6,24)",-11.8628,,1942.40805,1942.41628,CDMS
146,H2CO,Formaldehyde,"1.7506489999999998E-4, 1.7506E-4","56( 9,47)-56( 9,48)",-17.9005,,6495.45276,6495.46117,CDMS
147,H2CO,Formaldehyde,"1.756413E-4, 1.7564E-4","21( 5,16)-21( 5,17)",-10.1664,,1101.45971,1101.46814,CDMS
148,H2CO,Formaldehyde,"1.9736089999999998E-4, 1.9736E-4","47( 8,39)-47( 8,40)",-15.6677,,4679.15682,4679.16629,CDMS
149,H2CO,Formaldehyde,"1.999401E-4, 1.9994E-4","38( 7,31)-38( 7,32)",-13.0017,,3160.34313,3160.35272,CDMS
150,HDO,Water,"2.099135E-4, 2.0991E-4","7( 5, 2)- 7( 5, 3)",-9.9433,,1176.92197,1176.93205,JPL
151,H2CO,Formaldehyde,"2.148116E-4, 2.1481E-4","14( 4,10)-14( 4,11)",-9.6989,,555.46412,555.47443,CDMS
152,H2CO,Formaldehyde,"2.378843E-4, 2.3788E-4","57( 9,48)-57( 9,49)",-17.9289,,6692.92865,6692.94007,CDMS
153,H2CO,Formaldehyde,"2.559466E-4, 2.5595E-4","30( 6,24)-30( 6,25)",-11.6829,,2047.22781,2047.24009,CDMS
154,H2CO,Formaldehyde,"2.7358069999999996E-4, 2.7358E-4","48( 8,40)-48( 8,41)",-15.6359,,4846.07053,4846.08366,CDMS
155,H2CO,Formaldehyde,"2.7781139999999996E-4, 2.7781E-4","22( 5,17)-22( 5,18)",-9.9002,,1178.41282,1178.42616,CDMS
156,H2CO,Formaldehyde,"2.8514679999999996E-4, 2.8515E-4","39( 7,32)-39( 7,33)",-12.9025,,3296.3459,3296.35959,CDMS
157,H2CO,Formaldehyde,"3.008699E-4, 3.0087E-4","8( 3, 5)- 8( 3, 6)",-8.4764,,231.87268,231.88712,CDMS
158,HDO,Water,"3.1039269999999996E-4, 3.1039E-4","10( 6, 4)-10( 6, 5)",-10.8068,,2013.48509,2013.49999,JPL
159,HDO,Water,"3.333632999999999E-4, 3.3336E-4","13( 7, 6)-13( 7, 7)",-12.2722,,3083.03981,3083.05581,JPL
160,NH3 v=0,Ammonia,"3.454764E-4, 3.4548E-4",24( 6)0a-24(-6)0s,-19.2081,,8051.29648,8051.31306,JPL
161,H2CO,Formaldehyde,"3.555677E-4, 3.5557E-4","3( 2, 1)- 3( 2, 2)",-8.53,,68.09376,68.11082,CDMS
162,H2CO,Formaldehyde,"3.700186E-4, 3.7002E-4","15( 4,11)-15( 4,12)",-9.3322,,607.95601,607.97377,CDMS
163,H2CO,Formaldehyde,"3.763946999999999E-4, 3.7639E-4","49( 8,41)-49( 8,42)",-15.6157,,5016.43887,5016.45693,CDMS
164,H2CO,Formaldehyde,"3.764053E-4, 3.7641E-4","31( 6,25)-31( 6,26)",-11.5198,,2155.54609,2155.56415,CDMS
165,H2CO,Formaldehyde,"4.027019E-4, 4.027E-4","40( 7,33)-40( 7,34)",-12.8167,,3435.82963,3435.84896,CDMS
166,H2CO,Formaldehyde,"4.301544E-4, 4.3015E-4","23( 5,18)-23( 5,19)",-9.6567,,1258.87352,1258.89416,CDMS
167,HDO,Water,"4.86528E-4, 4.8653E-4","5( 4, 1)- 5( 4, 2)",-8.566,,690.95786,690.98121,JPL
168,H2CO,Formaldehyde,"5.141029999999999E-4, 5.141E-4","50( 8,42)-50( 8,43)",-15.6066,,5190.26054,5190.28521,CDMS
169,H2CO,Formaldehyde,"5.150573000000001E-4, 5.1506E-4","49( 6,43)-50( 4,46)",-16.6923,,4706.4599,4706.48462,CDMS
170,H2CO,Formaldehyde,"5.463518E-4, 5.4635E-4","32( 6,26)-32( 6,27)",-11.3728,,2267.36301,2267.38923,CDMS
171,H2CO,Formaldehyde,"5.634236E-4, 5.6342E-4","41( 7,34)-41( 7,35)",-12.7439,,3578.79403,3578.82107,CDMS
172,H2CO,Formaldehyde,"6.007402E-4, 6.0074E-4","9( 3, 6)- 9( 3, 7)",-7.9705,,263.36344,263.39227,CDMS
173,NH3 v=0,Ammonia,"6.070216E-4, 6.0702E-4",25( 7)0a-25( 7)0s,-19.7892,,8652.12023,8652.14936,JPL
174,H2CO,Formaldehyde,"6.146858999999999E-4, 6.1469E-4","16( 4,12)-16( 4,13)",-9.0004,,663.95778,663.98728,CDMS
175,NH3 v=0,Ammonia,"6.265737E-4, 6.2657E-4",24( 4)0a-24( 4)0s,-19.485,,8138.63851,8138.66858,JPL
176,H2CO,Formaldehyde,"6.531557E-4, 6.5316E-4","24( 5,19)-24( 5,20)",-9.4347,,1342.8425,1342.87385,CDMS
177,NH3 v=0,Ammonia,"6.805152E-4, 6.8052E-4",24( 5)0a-24( 5)0s,-19.1556,,8099.41048,8099.44314,JPL
178,NH3 v=0,Ammonia,"6.951515000000001E-4, 6.9515E-4",25( 8)0a-25( 8)0s,-19.4509,,8586.90099,8586.93435,JPL
179,H2CO,Formaldehyde,"6.972871E-4, 6.9729E-4","51( 8,43)-51( 8,44)",-15.6085,,5367.53396,5367.56742,CDMS
180,NH3 v=0,Ammonia,"7.466674E-4, 7.4667E-4",23( 1)0a-23( 1)0s,-19.6797,,7571.40368,7571.43951,JPL
181,NH3 v=0,Ammonia,"7.685357999999999E-4, 7.6854E-4",23( 2)0a-23( 2)0s,-19.0321,,7558.22024,7558.25713,JPL
182,H2CO,Formaldehyde,"7.812626999999999E-4, 7.8126E-4","42( 7,35)-42( 7,36)",-12.6838,,3725.23838,3725.27587,CDMS
183,H2CO,Formaldehyde,"7.832948E-4, 7.8329E-4","33( 6,27)-33( 6,28)",-11.2413,,2382.67903,2382.71662,CDMS
184,NH3 v=0,Ammonia,"8.095825999999998E-4, 8.0958E-4",25( 9)0a-25(-9)0s,-18.7976,,8512.57621,8512.61507,JPL
